,uri,rank,date
1274,34WQr8J7R2hRma2wH1TY8d,3.0,1964-07-18 00:00:00
1275,0vBPA3c3M5FEzjmMJ3ByFK,21.0,1964-07-04 00:00:00
1276,5HnZMkB0hxGPMP7UyeWT76,9.0,1964-07-25 00:00:00
1277,7rgrXNPWmI25aFOCqVvotS,12.0,1964-07-25 00:00:00
1278,5YzzqZxDintLqLyBVXSuUM,7.0,1964-07-25 00:00:00
1279,4dWxlf6CpsgHB0cEDSCmJ0,29.0,1964-07-04 00:00:00
1280,29S1WXWfrG3UY4isMqAncR,34.0,1964-07-04 00:00:00
1281,20iH1uibQIUqNFk3wzG7AG,5.0,1964-08-01 00:00:00
1282,1wn0IhTFynHAkCRdg08K1Z,23.0,1964-07-18 00:00:00
1283,6gKqhbNsePszT9pyRtBlKN,30.0,1964-07-18 00:00:00
1284,4F2w3xgfaVJdCSAqDtJULv,2.0,1964-08-01 00:00:00
1285,59c6B0BBbC3M9qHfOwXMLR,16.0,1964-08-01 00:00:00
1286,23dzSQPwOSLGP2lyGzw8bp,26.0,1964-07-25 00:00:00
1287,1sNbMtfL9A934dcwu07VzK,38.0,1964-07-04 00:00:00
1288,69WokL6dqlAAUUEVczoSj9,1.0,1964-08-15 00:00:00
1289,4xkHcWzh61ey7E6MXoCFKj,40.0,1964-07-04 00:00:00
1290,7hW7DZ42AY4suLWXymcnXe,10.0,1964-08-01 00:00:00
1291,65jrjEhWfAvysKfnojk1i0,4.0,1964-08-22 00:00:00
1292,1tG3zCppK6MN013nd36B3E,13.0,1964-08-15 00:00:00
1293,3ujGdU6VlGidseACWde96p,9.0,1964-08-15 00:00:00
1294,4lvd9RUYyT5BGG1URmeUJz,7.0,1964-08-15 00:00:00
1295,4yVmF4bieYH4gVYJ415FCn,1.0,1964-08-08 00:00:00
1296,18ltaDrNPGhcJkzzXvJoeM,1.0,1964-08-29 00:00:00
1297,1XQOj2js9ridhhuRVnpKB0,26.0,1964-08-08 00:00:00
1298,2kRjJbZDhbrlkO9wDfAwqt,21.0,1964-08-08 00:00:00
1299,4TIRro6qYOJ1lllI1RdGAa,20.0,1964-08-08 00:00:00
1300,67xS2k4sf3Ymj0UXx9wKUO,38.0,1964-08-01 00:00:00
1301,1JMhggjyOtObyUyN0UMLgM,39.0,1964-07-25 00:00:00
1302,6oVYuxxmeFbo54D8azkezS,18.0,1964-08-22 00:00:00
1303,100aR4qklMyJHiv6LMIp4K,4.0,1964-09-05 00:00:00
1304,09ykB59Y2rl2Tpy5AETGXp,37.0,1964-07-25 00:00:00
1305,21AKcRoRsOHqD9sFb4TtFA,15.0,1964-08-29 00:00:00
1306,0XN11HM9hdYPVvJHhsQbmV,8.0,1964-08-22 00:00:00
1307,0VQvlwsfzFtF2vKagfnS5H,25.0,1964-08-08 00:00:00
1308,07zCe0D3HdtVqDBeB6RzWN,15.0,1964-08-22 00:00:00
1309,1pVFchEqnrpIEtuGrB4srT,28.0,1964-08-15 00:00:00
1310,4Z8FXxwOtJ2uccPGTOgSya,7.0,1964-08-22 00:00:00
1311,6TLmrXBFevk8reqAWniF1c,34.0,1964-08-15 00:00:00
1312,3EfVzkwQkJm26BM6rywtMj,30.0,1964-08-08 00:00:00
1313,2II1iVlFW84SH2Y7r2JEXj,12.0,1964-08-22 00:00:00
1314,1SBlOuWA5Nd8HI0TnNtXJO,10.0,1964-09-12 00:00:00
1315,1WWNYNzHFX8UTu8a4WR9RF,20.0,1964-08-29 00:00:00
1316,0Q5rG1IxfF3qXSxifWvFOE,25.0,1964-08-22 00:00:00
1317,3Ezmi1hfVXWSvawfzq5VLo,39.0,1964-08-08 00:00:00
1318,2erjpfrM0inZkRD7hHisEW,15.0,1964-09-19 00:00:00
1319,61Q9oJNd9hJQFhSDh6Qlap,1.0,1964-09-19 00:00:00
1320,7oaalwwPdKpQIMCGg9Pm9O,9.0,1964-09-19 00:00:00
1321,6G7Ftdkp2geGBdhTV6rpGH,12.0,1964-09-12 00:00:00
1322,5963wXjdwzXdMAzGppww8I,13.0,1964-09-05 00:00:00
1323,0FtZXH7ACUrxI8iCBR0mNu,37.0,1964-08-22 00:00:00
1324,535rHUa2M3iuddJcUWGxSw,34.0,1964-09-05 00:00:00
1325,5nfPmND27uGIeydAiQ0JAh,1.0,1964-09-26 00:00:00
1326,5GvVxxwieOVIlZaCU9bG0R,3.0,1964-09-26 00:00:00
1327,1kjJZ1cuWV8cBICGmQJcy4,10.0,1964-09-26 00:00:00
1328,691NgpN1WLDobtMFIXdS4G,22.0,1964-09-19 00:00:00
1329,4Q6W5zwOkHVeYE4pG0LeLD,6.0,1964-10-10 00:00:00
1330,7s96am2T2C2LTU5CIin04g,9.0,1964-09-26 00:00:00
1331,1O44CWBo8UGvxj4QN4CJtb,39.0,1964-08-29 00:00:00
1332,5MDSWo5coVovMjBD37Pn1q,9.0,1964-10-03 00:00:00
1333,5b8Vr5l7C2mhKXBhZWuiHj,2.0,1964-10-24 00:00:00
1334,41M3noym3vV3ZirceqDKRH,32.0,1964-09-12 00:00:00
1335,7HXXcDqs0M0VlL6KRDniww,34.0,1964-09-12 00:00:00
1336,7fRqUITlvVajtJNtVhBDoa,12.0,1964-10-10 00:00:00
1337,5AuRANkevd4i2skRa17Qxt,4.0,1964-10-10 00:00:00
1338,1Dyj4ecLBwWFYvvFr6URzw,3.0,1964-10-17 00:00:00
1339,2GMHqFwYnY3OGSvACE1pkE,14.0,1964-10-10 00:00:00
1340,146vkvsbGH7xQYRKjAYEhG,26.0,1964-09-26 00:00:00
1341,065kKbIeMqdTIGA1AWQUDd,35.0,1964-09-26 00:00:00
1342,5cYkk3gKfcORNmLDcXmO7r,36.0,1964-09-12 00:00:00
1343,5kWobkGc1McvhM4LzWyJO3,1.0,1964-10-24 00:00:00
1344,0taWJ29dLX8811DhVal4UH,27.0,1964-09-26 00:00:00
1345,7xmqWjtH9QWIUArpyO1GzQ,6.0,1964-10-24 00:00:00
1346,6ZaVwI6BHb34kDsmhcji6D,14.0,1964-10-17 00:00:00
1347,0PXk26FbSXuKQjpUaI6wsX,34.0,1964-09-26 00:00:00
1348,2c8mUfMLoIPHgKT3abqqbP,38.0,1964-09-19 00:00:00
1349,3aaz4mjJSUbupLQiYm1X03,8.0,1964-10-24 00:00:00
1350,4ELSyxd6DQ53eRxYLh1FPq,20.0,1964-10-10 00:00:00
1351,4FcfemBds5WQvH9jglw85S,21.0,1964-10-10 00:00:00
1352,4rmB4N9wNLiq18OT40mZvd,5.0,1964-11-07 00:00:00
1353,7aHffASIHjOaa0zp36rp5F,2.0,1964-11-07 00:00:00
1354,2W5gOqdMsPxkZNHMGtRbdA,32.0,1964-09-26 00:00:00
1355,0rY4Nk2ROz2YrjfI9wOp7f,23.0,1964-10-10 00:00:00
1356,3vMwtAfDNM8dDBWMvS78pn,9.0,1964-11-07 00:00:00
1357,2IaQBFYkX42O1gBBQchFIe,26.0,1964-10-24 00:00:00
1358,5Dom7NzdCcq6byZFTa60xt,8.0,1964-10-31 00:00:00
1359,6zfJgcbuBMBATvKJMis8Kf,29.0,1964-10-24 00:00:00
1360,252YuUdUaC5OojaBU0H1CP,3.0,1964-11-28 00:00:00
1361,623FK2TOW8Y0JGmXWTKeAW,25.0,1964-10-31 00:00:00
1362,5xff1yeAPTDsDjRIfVwWD9,25.0,1964-11-07 00:00:00
1363,1JlSSoGv2cQgrkp7qyYfT5,5.0,1964-11-14 00:00:00
1364,0daQPnmv6erVaotIjhAaT4,13.0,1964-11-07 00:00:00
1365,1oGpkOw9mzlhb4leubJJ3D,15.0,1964-10-31 00:00:00
1366,5KCRuyMhEPLFxJkRvIwHFB,30.0,1964-10-10 00:00:00
1367,17mf8lQfqr7db04nrHQsI6,15.0,1964-11-07 00:00:00
1368,0lJK0BCiVb9M1J7CJgBWv9,1.0,1964-11-21 00:00:00
1369,68SdVs07a9rhEHTYCKYTO2,31.0,1964-10-24 00:00:00
1370,0dE2U7XF2xpKNnmi5Tvmp0,17.0,1964-11-07 00:00:00
1371,1KmBVetIJ4qNsAeRGKYyvb,6.0,1964-11-14 00:00:00
1372,1BbPWTfKPovXvYqlPPtcD7,39.0,1964-10-10 00:00:00
1373,3B4sBWj61H5Wh0kSIwM0TN,38.0,1964-10-17 00:00:00
1374,7C18JzEZiR4ixlkHz8HMm9,32.0,1964-10-31 00:00:00
1375,0e1UkgZFTKEkqHlTG7SRkS,29.0,1964-11-07 00:00:00
1376,3aAcAOvh4wvHkPqy43YkrV,39.0,1964-10-31 00:00:00
1377,3Vropzr1tjjl5gy1McuEVI,1.0,1964-11-28 00:00:00
1378,2EuyCCWC1aJlQKjcIANOUN,14.0,1964-11-07 00:00:00
1379,6Ug5wDFo6R44jZ3JMzJuEN,15.0,1964-11-21 00:00:00
1380,4hgeUQ9R4GQW5OzQEb7UAD,7.0,1964-12-12 00:00:00
1381,0s1AhfHQncMQ2xjwTyRO6G,31.0,1964-11-21 00:00:00
1382,26AHWbhP7MSqEhNvuPCYut,16.0,1964-11-21 00:00:00
1383,1hAD9RP77graMF4uufoRjR,12.0,1964-12-05 00:00:00
1384,7mp74IKoo9oaES5JwBWBWO,40.0,1964-10-31 00:00:00
1385,6c6MPHuC7kP0nTeOwMChO6,2.0,1964-12-12 00:00:00
1386,4e4mVldgBm6ji18rNdM8dI,1.0,1964-12-05 00:00:00
1387,2jaN6NgXflZTj2z9CWcqaP,6.0,1964-12-19 00:00:00
1388,0XKdsFvk0rJFUsnS7EH6xc,9.0,1964-12-19 00:00:00
1389,5KG2ahk1cONbHvg3dBdTbx,1.0,1964-12-12 00:00:00
1390,1WmwqbzoCeyEXKVGNjmslG,20.0,1964-11-28 00:00:00
1391,5Lst1j9rvgyzaCciTQn0v9,16.0,1964-12-12 00:00:00
1392,1n2cEpVl6KHMcURUb0LdJC,13.0,1964-12-19 00:00:00
1393,5ebbHib7SPysvnSrcW7Prr,37.0,1964-11-14 00:00:00
1394,1lwNR1ACbMj49y3TwfgAPJ,14.0,1964-12-05 00:00:00
1395,5PqAvpbHYlYFvURVnOSw7u,9.0,1964-12-05 00:00:00
1396,58DfGOQTaDEUzMdCFxGkM3,33.0,1964-11-21 00:00:00
1397,1CBX2xGHlDeXiQ4oZ7mWgO,39.0,1964-11-14 00:00:00
1398,52yY3tc3wjdKXmLpd9aOfV,23.0,1964-12-12 00:00:00
1399,2qtFkMvkD5R7kKYCNIh5MR,8.0,1964-12-26 00:00:00
1400,5QXAMj4GVRUPOQVUNJjLJl,1.0,1965-01-16 00:00:00
1401,6LHzCuLzfZQr0V8eZD9TPC,22.0,1964-12-12 00:00:00
1402,4QmqszFIOIrOziuexwILNd,6.0,1965-01-09 00:00:00
1403,7pPMsOIgRxvousS2HDMrN4,33.0,1964-11-28 00:00:00
1404,2HyaVPRYXyNq5Y6yYh8XZN,36.0,1964-11-21 00:00:00
1405,7s3SmTnL2Usy8Dz0kgGVOl,39.0,1964-11-21 00:00:00
1406,2bj8i6wO6xOVv99TtsT84J,7.0,1965-01-16 00:00:00
1407,1ujfnRyQpIdnHzsZC8DBem,12.0,1965-01-09 00:00:00
1408,4Xqov6GY7hEXDz2yoITQrp,18.0,1964-12-19 00:00:00
1409,75OZI5STtRwJXuTMpOhYEW,36.0,1964-11-28 00:00:00
1410,57fzaDgzEM0seXZQY55J6T,29.0,1964-12-19 00:00:00
1411,1jDsl8ikPxRAQcZCkRFjsd,16.0,1965-01-02 00:00:00
1412,4JzGhaOwMrpu7f4KPlZyeC,23.0,1965-01-02 00:00:00
1413,2TiIMalREProK272jRBEdc,1.0,1965-01-09 00:00:00
1414,40dN1PmqDgYxf4SBIP4Uoh,29.0,1964-12-12 00:00:00
1415,1tuivE7XrJtvLu7qkMl6Zx,10.0,1965-01-09 00:00:00
1416,0PgZO2KF47yBddD48hj9Rd,24.0,1965-01-16 00:00:00
1417,0VZdbAXuPdMVojSqjou78j,38.0,1964-12-05 00:00:00
1418,751FRreoIWtOITARNtbYZb,7.0,1965-01-09 00:00:00
1419,09dM87S6CRzAkaDapsi6IA,4.0,1965-01-02 00:00:00
1420,177DMO5nSU27trnR1L8Ac0,15.0,1965-01-23 00:00:00
1421,4POhw6oLYWmIHTHQHLmNKO,13.0,1965-01-23 00:00:00
1422,0XVL0KnJsZ52cCGimf2t7J,6.0,1965-01-30 00:00:00
1423,5X2RZjBGUFzePdOa0pJ7Af,21.0,1965-01-09 00:00:00
1424,5ZYPQqWnpEWxt5Ft2PCehu,3.0,1965-01-23 00:00:00
1425,0jasBxbawOkye9OKZNfKm1,18.0,1965-01-09 00:00:00
1426,0huTuw3ZhbMUj7RZGnOl1j,23.0,1965-01-23 00:00:00
1427,44elsla5ODK884JlWP3oP0,9.0,1965-01-30 00:00:00
1428,0bEURSEy4Q2LBcoI7jmQn0,32.0,1965-01-09 00:00:00
1429,0O4W7pbdmIFM5U54aai8sq,40.0,1964-12-19 00:00:00
1430,7ifDMAJEJslLnJwnndYjVn,1.0,1965-02-13 00:00:00
1431,5YgqvlNKvPa4sarh7u5O9F,29.0,1965-01-09 00:00:00
1432,26JLKyC6OH1AQe2VCI8QNL,22.0,1965-01-09 00:00:00
1433,5ixPfNV1Sx1HCuxdmBnbmE,1.0,1965-01-30 00:00:00
1434,4xcqKOFxnOEswa3WZtbFYg,18.0,1965-01-16 00:00:00
1435,6Smv2PMetrqpQjpLLoNg59,30.0,1965-01-09 00:00:00
1436,1WGAn0768Mf7yyVpwZJryG,5.0,1965-02-06 00:00:00
1437,5YSjmszeGCAPxug3euf1y0,14.0,1965-01-30 00:00:00
1438,2PydApAekjOZDNbtf2ThvN,32.0,1965-01-16 00:00:00
1439,328CAt5W0NHB4GHLIDaVLc,24.0,1965-01-30 00:00:00
1440,2nLqtFvDJK3nFyrzUkza9d,3.0,1965-02-06 00:00:00
1441,42IAvWynQP49FpQ8bIiixh,39.0,1965-01-09 00:00:00
1442,5eByLONVak5rrPBnS29nWn,16.0,1965-02-06 00:00:00
1443,6TD08uig72h348vwgry0kq,7.0,1965-02-20 00:00:00
1444,4u3hbJHvz3ROzMi7gLm7x0,11.0,1965-02-13 00:00:00
1445,2SxKdqNnuKpaJE8g0zqzXr,7.0,1965-02-27 00:00:00
1446,0LYx9H5wavukqiH3GF9udm,38.0,1965-01-16 00:00:00
1447,2yi1HjKqErtxTjK2v5TtjW,9.0,1965-02-27 00:00:00
1448,7n9i7x2fXDmgCsGExP5CrW,1.0,1965-02-27 00:00:00
1449,7eHvL9exLurYXwcHGQlWhD,25.0,1965-02-13 00:00:00
1450,58yUXeIPz42mtr3qi4Vldm,22.0,1965-02-06 00:00:00
1451,2wz9T22pzkpKNuaWLBnY28,1.0,1965-03-06 00:00:00
1452,3i08zpZMQll0oIN5apDS0C,6.0,1965-03-06 00:00:00
1453,0WhJxcxyQOIK9iaH9GmpKv,4.0,1965-03-06 00:00:00
1454,6HDakUMdK2KcQZZ4TwyAbB,17.0,1965-02-20 00:00:00
1455,1Oz66Cs9PhuILvrI4Pw6xy,12.0,1965-02-20 00:00:00
1456,5qwzlLY0HCptsyLzM9f9Cb,13.0,1965-02-20 00:00:00
1457,5grSleOSb735YU8F5iDp6H,25.0,1965-02-20 00:00:00
1458,6yBBH4mKvCSZ8hN5YMAwHJ,8.0,1965-02-27 00:00:00
1459,2fXka3JfyUjcrEWdL8PK0x,21.0,1965-02-20 00:00:00
1460,2tDlxFLy9toeMuxFeZYVNm,18.0,1965-02-20 00:00:00
1461,6RyWP3PCAXosigGRL3VbfW,4.0,1965-03-20 00:00:00
1462,6T9ew09IfXx4fddKyvebCz,3.0,1965-03-27 00:00:00
1463,1EJQrVf9I93wlkzJAquRWP,28.0,1965-02-27 00:00:00
1464,4KPeJKhJjmVVlcopLCdLPZ,11.0,1965-03-27 00:00:00
1465,1GDAvJth0ebssC2XkG7RYM,23.0,1965-02-27 00:00:00
1466,0YfOnJWqmAKaUvEL1QcNop,30.0,1965-03-06 00:00:00
1467,3qY8Ni73Tx4mJXASDmBWJN,10.0,1965-03-13 00:00:00
1468,4aSw1QJIMwYSoDEgzgdCJL,6.0,1965-03-27 00:00:00
1469,7hyMuOvk2rpt1MomgeKtUk,13.0,1965-03-27 00:00:00
1470,7LJDHtkeSLTpnecBcQRl93,29.0,1965-02-27 00:00:00
1471,2O5tP6uuOZBhVwDeO4T6Hk,40.0,1965-02-13 00:00:00
1472,4LQDFDzf7qq5F84q8g01H9,27.0,1965-02-27 00:00:00
1473,6MWjrLTz559H9yv9963FKf,20.0,1965-03-20 00:00:00
1474,2tUP1fuo8EdOVz3Bw9r7yu,2.0,1965-04-03 00:00:00
1475,4equZShjlWQGBJbI8uNLEo,23.0,1965-03-13 00:00:00
1476,1woFG35C47HlZ8v4hjgmMx,38.0,1965-02-20 00:00:00
1477,1loRu75vVf4IzOHAvZxAzQ,1.0,1965-03-20 00:00:00
1478,1usi2Dn0BbqqhKys2FPSFg,8.0,1965-04-03 00:00:00
1479,7wHi6XwaGtili4OOZyd9tq,19.0,1965-03-20 00:00:00
1480,6DDYnharbFp11nXCfC14Lu,20.0,1965-03-27 00:00:00
1481,4QQy4FCwBCZp5v8gVNasSr,1.0,1965-04-03 00:00:00
1482,5YhQUBjKKuOgO8ORSaMiX0,39.0,1965-02-27 00:00:00
1483,58don6yV8C6KtghnRaCVLQ,4.0,1965-04-10 00:00:00
1484,2SQIbOgtAjCBH5zg7GB42W,14.0,1965-03-27 00:00:00
1485,3vF2M5CN1qLkxSPBoVnbkv,10.0,1965-04-10 00:00:00
1486,1jHnZTRWg5xRHV4SeyUiQz,15.0,1965-04-03 00:00:00
1487,4V3boudADfZ0UpKMKq2E7m,23.0,1965-04-10 00:00:00
1488,1nKJTEsNJZxq021CSTRQlw,22.0,1965-04-10 00:00:00
1489,2ODyPDLYurS87cxXL1QPt9,12.0,1965-04-10 00:00:00
1490,06aeOqCbOU6BTRmOiwmuOQ,8.0,1965-04-17 00:00:00
1491,47zSM6KiNnhKsGlVBNYu1l,29.0,1965-03-27 00:00:00
1492,0BfNCyrqzahYEjBCJsVNx9,21.0,1965-04-10 00:00:00
1493,0af2aHFM6l1uLqMJqBD42m,30.0,1965-03-27 00:00:00
1494,5uDYQi3C4MCh3BxLv4Tthr,17.0,1965-04-10 00:00:00
1495,21uQfBO6WLx1svMOaqEDS3,34.0,1965-04-03 00:00:00
1496,2xWnTOpJHPFRxyN3cgoCks,37.0,1965-03-20 00:00:00
1497,0d9jOYh3RnlvTnUqqSoPjc,15.0,1965-04-24 00:00:00
1498,2nzMi6WTCgbDVDSPaff7VT,32.0,1965-03-27 00:00:00
1499,1OQy02jxSB11mUo2eatFc6,1.0,1965-04-17 00:00:00
1500,7MxxQcORHdFT4fbjLzmqDO,6.0,1965-05-01 00:00:00
1501,0aE88kbyvVtBx9lcyv95fe,10.0,1965-04-17 00:00:00
1502,1Lz49Im6GxKNy2a3Sb11j5,25.0,1965-04-24 00:00:00
1503,0MmSBxJR6FQ8QYt0oVvB5Y,23.0,1965-04-17 00:00:00
1504,3QWAuUWZhvAJT1IbO99a17,26.0,1965-04-17 00:00:00
1505,0V1EFAZzavogcKjfzHt9aw,1.0,1965-04-24 00:00:00
1506,7dQP6ESUYUMYUAnGkdyjXi,3.0,1965-05-01 00:00:00
1507,0upzJDHeZkg6kejAiVfXE7,8.0,1965-04-24 00:00:00
1508,7LhTdrE7S8gTgRJtNqqtoz,22.0,1965-05-01 00:00:00
1509,4UPksaq5ggU0ZchtmHhtDd,39.0,1965-04-03 00:00:00
1510,4ApMsiloOHAWDJEudQvxuE,21.0,1965-04-24 00:00:00
1511,1Jb3G7XkSuPR60ZeUaub6N,8.0,1965-05-15 00:00:00
1512,5l7bd81MKwsV99RwJWi8pk,9.0,1965-05-08 00:00:00
1513,50RFbP1t2mMMVdtElrHlXu,14.0,1965-05-15 00:00:00
1514,3TpkIl4MRTNvuBmtnjOE0Y,10.0,1965-05-08 00:00:00
1515,6Ln9F9lZNMgV5Ht87z9Bd0,4.0,1965-05-15 00:00:00
1516,41XPLxAYGkZ8xeUHqDmKtA,40.0,1965-04-10 00:00:00
1517,0dtRBR7i4X2AdJ2pkXtmcU,1.0,1965-05-15 00:00:00
1518,4JxKHEtoBlaw6GlJPJYQo8,5.0,1965-05-15 00:00:00
1519,5VB2fb8NTAkMJzqCIdB4vC,2.0,1965-05-15 00:00:00
1520,0qdTcFmL5mtPgdYqPPJubE,9.0,1965-05-22 00:00:00
1521,555kzdgFvGMqHyGnZWx6nH,30.0,1965-05-01 00:00:00
1522,7J6Ko1fEMerDRmhYdCVUGu,18.0,1965-05-15 00:00:00
1523,0Spz7nReuTaoSzbgeLs7j2,12.0,1965-05-29 00:00:00
1524,40Fs8G1qws6fP8Zz0Tm1u3,13.0,1965-06-05 00:00:00
1525,2cc3PDGjT6BRBHwa58mzrD,16.0,1965-05-15 00:00:00
1526,03qJBd9NTLiAQMDUOSYR6l,36.0,1965-05-01 00:00:00
1527,3J46tDUbPxjGlfudGIaRrX,23.0,1965-05-15 00:00:00
1528,6wsNQXEDzGrPCbuMvVm7qw,29.0,1965-05-08 00:00:00
1529,2zz5RBi2vK62onvseBlzYH,25.0,1965-05-29 00:00:00
1530,2t8CbbaKLnEXNGIlGHPjJu,26.0,1965-05-15 00:00:00
1531,1mQWmSG2Iv3ej9z0VaxgnM,40.0,1965-04-24 00:00:00
1532,5oOleuxCJNNGspoeoJElKy,1.0,1965-05-22 00:00:00
1533,3uh7qazPPBqagKUoZqNBny,2.0,1965-06-12 00:00:00
1534,5Fwif6oyL2EjXAFTGL909U,10.0,1965-06-05 00:00:00
1535,4tBFdPrUURShNtgjnjz1uV,1.0,1965-06-05 00:00:00
1536,7FVOafAxBQX6SakmiW4see,20.0,1965-05-29 00:00:00
1537,1VBUqDHceD4eGxgakLlGSr,24.0,1965-05-29 00:00:00
1538,5SSKgtWLstXUsKK62KOQ3Y,38.0,1965-05-08 00:00:00
1539,2Vy18mIqj62WHRL4mTAoNY,31.0,1965-05-08 00:00:00
1540,2fGe1krTxovW7xsgiaHkrN,14.0,1965-06-05 00:00:00
1541,5SyFWmUPpCaw09rCZs1eCi,8.0,1965-06-05 00:00:00
1542,7eSpqWjqHHpF6DKvxoC1Bc,1.0,1965-06-12 00:00:00
1543,0DIvlGtdeLS51h7gnud6Zw,3.0,1965-06-12 00:00:00
1544,51CLtAxPX5Rtp6DSqi15IE,39.0,1965-05-08 00:00:00
1545,64NwEdfzwUGorCzC9tYZFA,12.0,1965-06-05 00:00:00
1546,72iBIekMnffpm6YWtw3Lph,21.0,1965-06-05 00:00:00
1547,6Y609znJunsJnpW0RYf7iR,18.0,1965-06-05 00:00:00
1548,6k9DUKMJpWvu6eFG3O64Lg,38.0,1965-05-15 00:00:00
1549,1nREOP7xIqI1qSBLwkwDKn,7.0,1965-06-12 00:00:00
1550,2EiyrT9qY8aSzOZXffkxWK,1.0,1965-07-03 00:00:00
1551,6k1kngf4GibjY80iNcZn4D,18.0,1965-06-19 00:00:00
1552,148AveuUtKLg4zzs53xGwb,22.0,1965-06-12 00:00:00
1553,5VXty3Pxi7QfMTUz6thfRs,13.0,1965-06-19 00:00:00
1554,7h8MY2vkKuQYhMVi4j29vR,8.0,1965-06-26 00:00:00
1555,72k3SCKG53oCOKG3kYn5Zc,39.0,1965-05-22 00:00:00
1556,6fGoCbD8Hnj0Rx8AK0KKwV,31.0,1965-06-05 00:00:00
1557,4rmqfTIK6lwVmRo9Xbkngq,28.0,1965-06-12 00:00:00
1558,7aIXvbPZ6LYexuPrgifqbu,16.0,1965-07-03 00:00:00
1559,7eNVyKcsJHwV1Kz7zq9VWd,31.0,1965-06-12 00:00:00
1560,691UfzALYfLjSwfenfOg4N,1.0,1965-06-26 00:00:00
1561,5Vti8CR52x5LTruZalYZ2c,4.0,1965-07-10 00:00:00
1562,3Ja5b1m43ZNpD8rS3mf9Fp,6.0,1965-07-03 00:00:00
1563,2w1vbqV6Z3caGfLZdVLJyW,33.0,1965-06-05 00:00:00
1564,58cDx1uTmaAaF2rqU0UrtF,21.0,1965-07-10 00:00:00
1565,6bKrU48kHXdNm3AqK1kPYk,11.0,1965-07-10 00:00:00
1566,38WkfhSRR4dn3Lg3qv91gF,26.0,1965-06-26 00:00:00
1567,7tmykmtkRBUoTPtR4mJlJW,22.0,1965-07-03 00:00:00
1568,2yx9R3QqaTV91gxQj8dEu0,31.0,1965-06-19 00:00:00
1569,5AlVKEK9sr5an4MCkGlI1N,5.0,1965-07-31 00:00:00
1570,5td7WsBur5opModo1lB1X3,7.0,1965-07-31 00:00:00
1571,4ZfFmheqQARR8PATNhixDN,7.0,1965-07-17 00:00:00
1572,1b6AW6uDrtrUN0Y6GJR45j,1.0,1965-07-31 00:00:00
1573,0Arrnl9EB7LtzPISpNBQQf,4.0,1965-07-31 00:00:00
1574,45gPT19TumyrZAAeyYkzOM,13.0,1965-07-10 00:00:00
1575,2TYGgabYW3d28d6Kooe3xG,28.0,1965-07-03 00:00:00
1576,4I2zq43hlFC9PCWHgCxMHr,20.0,1965-07-10 00:00:00
1577,1gK9WmHVxyXJvbXlkA9yyk,22.0,1965-07-10 00:00:00
1578,4ryl610VB8Nb7aOKwuA4wQ,26.0,1965-07-10 00:00:00
1579,1DVTwlo4nWm41i91rN4xqh,18.0,1965-07-17 00:00:00
1580,4jIl0t3FjVlHjFXGEKg8gx,14.0,1965-07-24 00:00:00
1581,0NGnY6H8lRSoNvo2IG5OZY,22.0,1965-07-24 00:00:00
1582,4MprqMObZb1NiIpZaAGTAz,29.0,1965-07-17 00:00:00
1583,6xBbDWjjvVfBGTWwbzDrXm,12.0,1965-07-31 00:00:00
1584,4dx3Lqdq4WvUWx23d04tOl,3.0,1965-08-07 00:00:00
1585,4TbX8DLowHSy5PKjwBwwP7,10.0,1965-07-31 00:00:00
1586,18TM70njJRFH4Fm4ZuwLd8,26.0,1965-07-17 00:00:00
1587,41aHqmHH40LphQzkA4pMe3,33.0,1965-07-03 00:00:00
1588,2DCOnoFkzF4tGbnEuyDECB,36.0,1965-07-03 00:00:00
1589,3OLNz0tXQUOYs1ICuvYW9t,33.0,1965-07-10 00:00:00
1590,1LaoQUBFHIwFpJVdASbOCq,13.0,1965-07-24 00:00:00
1591,1kC74VFxlZ6kxmvmUGe78Y,21.0,1965-07-24 00:00:00
1592,74a5tu4qTDIEDG8H8HNbO3,1.0,1965-08-07 00:00:00
1593,7JoPxqrnT3eq02AnflBSiN,11.0,1965-08-14 00:00:00
1594,7b4XQOrt7Uura67I9a49yT,21.0,1965-07-31 00:00:00
1595,7wVZ2eKRUjQQoIfHzCAUwd,12.0,1965-08-07 00:00:00
1596,1YhNCQ3XOdTCZgubfX8PgB,8.0,1965-08-21 00:00:00
1597,6VARqNnflC1wgBnH4jYWjz,15.0,1965-08-14 00:00:00
1598,5GInJChhrHyXmwb4tQFJJG,10.0,1965-08-28 00:00:00
1599,3t0BNaPKjRyekNdpd3GiR2,2.0,1965-08-21 00:00:00
1600,5XPwkZ7vNxeidpNLAkwtFp,8.0,1965-08-28 00:00:00
1601,40IXBVnrg8W11PlhgXG5J9,38.0,1965-07-17 00:00:00
1602,0s7JK7h4rlpAYG0pEJC9Ow,22.0,1965-08-14 00:00:00
1603,6etNKSpzntEGeTC9oHXUeV,23.0,1965-08-14 00:00:00
1604,54eajp10qPgjUCiD2Ds9jk,16.0,1965-08-14 00:00:00
1605,5xsXzVOEA83GlDZ14Q74yh,26.0,1965-08-14 00:00:00
1606,6419MmW9mHySjAmtZ9I4wO,9.0,1965-08-28 00:00:00
1607,1pL1H11bERuV5QIoFd8Cp4,21.0,1965-08-21 00:00:00
1608,6tMjtHEBwMkxslhOe9SHE8,1.0,1965-08-28 00:00:00
