,uri,rank,date
6301,5a33tOqJ57u0zZXxaY8oJe,7.0,1985-08-10 00:00:00
6302,0T6RXLRYzXi3nXq7ZdU74y,2.0,1985-08-24 00:00:00
6303,27NdsozWYH0EAnrhO4RAZ2,13.0,1985-07-27 00:00:00
6304,7JmsQwxDlC89imxewJcnHO,6.0,1985-08-24 00:00:00
6305,5OzEDx8fixqMWkYcraV9U4,39.0,1985-06-29 00:00:00
6306,1txxsCjhGm8hBPR8HuZaEu,6.0,1985-08-17 00:00:00
6307,0wWNbkx0BR4CBJrTjG0sJ4,1.0,1985-08-24 00:00:00
6308,0szU1fWxpXgr47uB6ezphl,22.0,1985-07-27 00:00:00
6309,53N25Fu25THqdV0kCtwvln,1.0,1985-09-07 00:00:00
6310,3EJOpkGkF9W22x2RZYl0Ii,25.0,1985-07-27 00:00:00
6311,5khdtdMlbBjPIKDZ44yK5k,12.0,1985-08-17 00:00:00
6312,23JMS9BwKrJtkirHSJnY5m,13.0,1985-08-17 00:00:00
6313,74WVePX3omn8YkDUtlsli3,31.0,1985-07-27 00:00:00
6314,59p7eFF87B2vy8lcJV9HRF,28.0,1985-07-27 00:00:00
6315,3XhyafaTVD6ViaRFIL4bNo,38.0,1985-07-20 00:00:00
6316,1uBpSy7e7DjoBxPv8BIfKn,14.0,1985-08-31 00:00:00
6317,0elllGvZ6M3Ib3wEhT7ZI1,5.0,1985-09-14 00:00:00
6318,1v1wwucdeEL5dl80ZDInsD,10.0,1985-09-07 00:00:00
6319,1313r0LvNekpv60EuMPZox,29.0,1985-08-10 00:00:00
6320,6BFGGMB7hkqCtFBLIYjEHJ,40.0,1985-07-20 00:00:00
6321,3nPbOfOYn0Ks0KkYyPgrvb,2.0,1985-09-28 00:00:00
6322,5dF7VvXIL5dlF8X46Ytwp5,3.0,1985-09-21 00:00:00
6323,3ZZnvxAiNumTbQn5Oudoxd,23.0,1985-08-31 00:00:00
6324,2hjcr90IrJhEzF1TJTeD0h,9.0,1985-09-14 00:00:00
6325,2USqBGXjSTVXzVRIx027Au,28.0,1985-08-17 00:00:00
6326,05te51jEM1sj7wil6zVG2d,39.0,1985-07-27 00:00:00
6327,7eaPCOybgKSjvX7ptXLZNO,22.0,1985-08-31 00:00:00
6328,4yqtwO7MQIIXqoiRBPHAgR,1.0,1985-10-05 00:00:00
6329,4WXw3x5DGSxAbTZujHSLfd,30.0,1985-08-17 00:00:00
6330,2XuFSwxGUZEshawfNlUh4O,18.0,1985-09-14 00:00:00
6331,2h1ioln6w8qztkYa5y8rOu,35.0,1985-08-17 00:00:00
6332,487afb1uhQ0QHTgg5gUJos,9.0,1985-09-21 00:00:00
6333,6BIZ5aVJIltQy6Z6w1ibar,21.0,1985-09-14 00:00:00
6334,4B2r9HXgUqRcPwUG3BYPlc,3.0,1985-10-05 00:00:00
6335,0Twu6cwvW1E0BCtsedMUk0,1.0,1985-10-12 00:00:00
6336,5Xkp3zS9cRkNmdWS8pgRo0,11.0,1985-10-05 00:00:00
6337,1lx8ddGT5wCD6W2xmLeRKG,1.0,1985-10-26 00:00:00
6338,3UNa2iZNHZ8cDvzXSNVrUZ,13.0,1985-09-28 00:00:00
6339,6h08x0Lv6ETSiRwMbhzj1n,37.0,1985-08-24 00:00:00
6340,7HuKBEaRIwMmO7hJ2pu1kv,5.0,1985-10-26 00:00:00
6341,5xkNd7kCRmjT2DxSAYVVyC,13.0,1985-10-26 00:00:00
6342,7s9MPp6IbrZa39gE0zpiVH,32.0,1985-09-07 00:00:00
6343,53O9F3s7Dya1csh1Kz6BGP,40.0,1985-08-31 00:00:00
6344,6GgUBlt1EXaC6AjY4gGfAr,31.0,1985-09-07 00:00:00
6345,3uPPyObpdTyW8cfYghT8LA,6.0,1985-11-09 00:00:00
6346,5mj0OpWoTctD6QPPFwuzi6,30.0,1985-09-14 00:00:00
6347,78mhcfBRObQBWT7flTHauj,13.0,1985-10-19 00:00:00
6348,2lNm3PtNIj5DDZa96edje6,1.0,1985-11-09 00:00:00
6349,0W8WZ2FgwSjjoVSdNtmqI8,19.0,1985-10-19 00:00:00
6350,5sOTZX5LqMQ0Y1U4631cY5,39.0,1985-09-21 00:00:00
6351,0fFCTYF5QEU3K1R4HKfmiE,2.0,1985-11-09 00:00:00
6352,0RpRh1l1Gk1N0EgQmLVeUr,1.0,1985-11-30 00:00:00
6353,7fX2SnIySCLYjncOje0hfo,9.0,1985-11-02 00:00:00
6354,26bNrOZYAO8MISgmJ0aj11,2.0,1985-11-23 00:00:00
6355,5Le0VO4GkgVyTxlwYmgz5n,9.0,1985-11-23 00:00:00
6356,5saM8XAlUlcMPVdzJ45eyL,17.0,1985-11-02 00:00:00
6357,2bfXIY8f38PYFStQRDVEPS,5.0,1985-11-30 00:00:00
6358,4Jg1nU6FYvCWkqFw8Kr4bO,3.0,1985-12-14 00:00:00
6359,7MXD6u9IlId9le8mpZHLRb,25.0,1985-10-12 00:00:00
6360,0NX9bRl4d6SHR0hWIIie5N,18.0,1985-11-09 00:00:00
6361,0NFXlV3K5lZzGTPnWhalXH,3.0,1986-01-18 00:00:00
6362,78ed1StERMVBNocbSEQpCF,30.0,1985-10-19 00:00:00
6363,3WrOAryvCUOVsm8P8O2DoE,8.0,1985-12-21 00:00:00
6364,5l3zkjO2Ag05TTqpbGQ9qP,1.0,1985-12-21 00:00:00
6365,5WegjOIvnpNoX6uHtc8zyl,32.0,1985-11-02 00:00:00
6366,7wFjrruuRzT6tE82AiBUio,12.0,1985-11-30 00:00:00
6367,7GIRz8qmlb2H9aB3r6oslV,15.0,1985-11-16 00:00:00
6368,2oRWsd7LPgQd5fPB8ttIEK,31.0,1985-10-12 00:00:00
6369,1QKj9dcLxx5MPa5iBCP1zP,24.0,1985-11-02 00:00:00
6370,7AZyhSVVIjGjT7ievHvRSe,38.0,1985-10-19 00:00:00
6371,63Ql2zSLiBryLRPihaUToK,19.0,1985-12-21 00:00:00
6372,02dNNEGEwm7zoAs21gYoSU,23.0,1985-11-30 00:00:00
6373,0uXDKiBgFexDfxCGEgFa4k,37.0,1985-11-02 00:00:00
6374,3M51z9DUFbxkvOHIFz9gsM,40.0,1985-10-12 00:00:00
6375,1ESuT2y9AKu1zMdxq47qW5,6.0,1985-12-14 00:00:00
6376,4o9fvxJqoKTp83ZmghRCWU,2.0,1986-01-18 00:00:00
6377,6N5DRCQUSXT1qQqmqsO92B,1.0,1986-01-18 00:00:00
6378,638poNnWFgzt7UJBQ5SWtM,4.0,1985-12-21 00:00:00
6379,5uRRmcGiqk6CEF9hrprtZc,15.0,1985-12-07 00:00:00
6380,4j9vKSmW4JrF2Dwt22yLJr,27.0,1985-12-21 00:00:00
6381,4oE8zFdponjE1mtTi4geXA,4.0,1986-01-18 00:00:00
6382,3vgj2caWQz0w09q2l36H4t,21.0,1985-12-14 00:00:00
6383,5SIYaNaet1KMzNsPJXhUUV,5.0,1986-01-11 00:00:00
6384,5ij84aZDvRN4zSHSh2L6pl,4.0,1986-02-01 00:00:00
6385,2avaSeKHI5l4sLruVfLdi2,1.0,1986-02-08 00:00:00
6386,4ibN3NHPv7Zf26g3Hf08kk,39.0,1985-11-23 00:00:00
6387,6JTHABBC8teWZxyZpADx0q,12.0,1986-01-11 00:00:00
6388,0KxTWgl64TNOQXiGFJYc6t,6.0,1986-02-08 00:00:00
6389,5IhYnodWHS5IOrw7aOOuA9,2.0,1986-02-01 00:00:00
6390,42W8NXxt46ZWahftrm4mYX,35.0,1985-12-07 00:00:00
6391,7lzoXzBAYsOmctV1Biiggs,12.0,1986-02-01 00:00:00
6392,3WYRmLgReRFwvkd8wG9xMi,5.0,1986-02-01 00:00:00
6393,3wnjAXKdsFmtKvDcYSysjd,13.0,1986-02-01 00:00:00
6394,6bhE7I4xF5un9bc5d2YQSA,18.0,1986-01-18 00:00:00
6395,09i8PLl7jC2qkKhbtY9Vb1,40.0,1985-12-07 00:00:00
6396,6K5cE0wL6J3eMmqB8CJQPp,35.0,1985-12-14 00:00:00
6397,6mxfA2IsbEbfC5Mk3t7Diu,21.0,1986-02-01 00:00:00
6398,5piFhn0sH6i5iGaESBuTJd,3.0,1986-02-01 00:00:00
6399,5tdKaKLnC4SgtDZ6RlWeal,1.0,1986-02-22 00:00:00
6400,5R6ol4f8WCUCWNrB7Ymf99,9.0,1986-03-01 00:00:00
6401,4f6CJbnASHEtQspSwqoYlr,31.0,1986-01-11 00:00:00
6402,7yfHkEf9X60bCe1pqdAFt5,5.0,1986-03-01 00:00:00
6403,4m3OS54KWywYhP7WD7z1cg,6.0,1986-03-01 00:00:00
6404,4Y5yjzs9FFw5qIgfZBd43I,4.0,1986-03-01 00:00:00
6405,5BXj1QDRU77J1ngVavG1tI,1.0,1986-03-08 00:00:00
6406,3nNPNGkaZuwDTKthaJ11m1,31.0,1986-01-25 00:00:00
6407,7qwZHrDh5uPfyk6yl6Hl7Y,15.0,1986-02-22 00:00:00
6408,6zimkXLcyRh4aCgI4syYGm,36.0,1986-01-11 00:00:00
6409,6PPg1I5E1SBUWCyYd1hSq8,38.0,1986-01-18 00:00:00
6410,6V775dYuMO5BKjo9C3nhqL,1.0,1986-03-15 00:00:00
6411,4xwllvf4zL43zIj8K7H6zd,3.0,1986-04-05 00:00:00
6412,7vTD3EL3O8SmMxAHMsnscF,13.0,1986-02-22 00:00:00
6413,7sRe0zpDlI1e2qSQsesrP7,7.0,1986-03-22 00:00:00
6414,5fRTUCS48zwiGai2Ku8gSg,1.0,1986-03-22 00:00:00
6415,03QwUBXR3EGwaqujSWytXf,12.0,1986-03-08 00:00:00
6416,4Sx0FBH0vNWZVxeUCpdHoL,17.0,1986-03-08 00:00:00
6417,6LWW998TfGPyxPVWuO88iR,6.0,1986-03-29 00:00:00
6418,3KJVTWU2pUIX6kAv5Pea6N,16.0,1986-03-22 00:00:00
6419,0jeAMr82idyZbG4AXkJjFv,8.0,1986-03-29 00:00:00
6420,4bGSiJYjdb3o4Ggr86mtwP,11.0,1986-03-29 00:00:00
6421,3MYHCu6B1tTrVxOj7fFNHx,14.0,1986-03-22 00:00:00
6422,3NiaJXqECvnb6GABk6bmoP,21.0,1986-03-22 00:00:00
6423,1g4fzocmQFCCW2RsFqWKD0,3.0,1986-04-12 00:00:00
6424,75l1HJhqU1DKSXoiRra3um,24.0,1986-03-08 00:00:00
6425,5bnMKUXkMfYVXW8FjvFTuV,17.0,1986-03-29 00:00:00
6426,0VWPd2zYt1430jL6XtUjep,29.0,1986-03-01 00:00:00
6427,5x6IntSxvUmVovDn2O1kbm,12.0,1986-04-05 00:00:00
6428,1Hs3XZxhdpHrOyiZBB4kEK,1.0,1986-04-12 00:00:00
6429,6vUGAs2DSUgpp1HxYBjU70,40.0,1986-02-15 00:00:00
6430,28S2K2KIvnZ9H6AyhRtenm,1.0,1986-04-26 00:00:00
6431,5luOvrlnzfvJQdQjrScVj4,23.0,1986-04-12 00:00:00
6432,477uFn72G9TmZ5ouu23rMZ,1.0,1986-05-03 00:00:00
6433,2j5gIcpss3rk5jBL1cOzaG,37.0,1986-03-08 00:00:00
6434,5dRQUolXAVX3BbCiIxmSsf,5.0,1986-05-17 00:00:00
6435,29CKNR4h0A3DBnYejTmADJ,39.0,1986-03-08 00:00:00
6436,3pGBIgFdfdnjtHDJR4nbrR,13.0,1986-04-26 00:00:00
6437,7FlwylpJSe3ea6m1IrkizS,1.0,1986-05-10 00:00:00
6438,30EtXTcpmVybmiXclkgZj5,16.0,1986-04-19 00:00:00
6439,2r0oEagiOBdEAhVzc3ltly,18.0,1986-04-19 00:00:00
6440,4Kkr8UhSik6GDWRfY56fsS,3.0,1986-05-17 00:00:00
6441,2uXewDKMktNkkMfotqSxN6,4.0,1986-06-07 00:00:00
6442,2461RZGYDcBmnTvr8j016H,4.0,1986-05-03 00:00:00
6443,5AM6VOkN7ficA2O04f5JG1,7.0,1986-05-24 00:00:00
6444,6J78e2RxwsEwMH8qlULqXa,25.0,1986-04-19 00:00:00
6445,2o1dXMSuM4p6SsI2RREUL6,6.0,1986-05-24 00:00:00
6446,6VzfdkKU7J6ideJPwVJnAN,3.0,1986-06-07 00:00:00
6447,6yJxCltgtmGxIgKOS6ndnu,1.0,1986-05-31 00:00:00
6448,7eDWsoZrrRdqXHjk4DvcC2,40.0,1986-04-05 00:00:00
6449,3Z7v07NTgcZgcuVUJAsFqE,5.0,1986-05-31 00:00:00
6450,09C7ULYG1WhWgngwkkvVxN,17.0,1986-05-10 00:00:00
6451,7FIqkrMFzbORpWI8vjWp9L,22.0,1986-05-10 00:00:00
6452,3uyIKw4NsYSYT7sW80thE0,16.0,1986-05-17 00:00:00
6453,2QdwRCh3UBd9v7eGlV1k2N,23.0,1986-05-10 00:00:00
6454,0OjKjWYMF8nrcHX8kj8D45,1.0,1986-06-14 00:00:00
6455,1aubOmhpCOTT6gQlMel1JZ,6.0,1986-05-31 00:00:00
6456,5WFmMMxGnqMO5D5rerLAPn,8.0,1986-06-07 00:00:00
6457,1hfM5Sj9LaLW54m7Ihtpuy,30.0,1986-05-03 00:00:00
6458,6QqEk3nHopgcZIIBmmuZfF,28.0,1986-05-10 00:00:00
6459,0sXuu8OdgaH4MxcOcBwb2K,18.0,1986-05-31 00:00:00
6460,3cRL6FPqiQ4bgGgecq0zkR,19.0,1986-05-31 00:00:00
6461,4WNimtMaE9ugd1oJpzDsvA,26.0,1986-05-24 00:00:00
6462,1U2C1dJY7GIyx87KNzfVbK,1.0,1986-07-05 00:00:00
6463,2sYLlZU3FuCF8SKNeIvdKA,1.0,1986-06-28 00:00:00
6464,6khoye7kysa6cLGY0AO9dO,3.0,1986-06-28 00:00:00
6465,1UYpPOT5d4a2wIZYUOI8jw,13.0,1986-06-14 00:00:00
6466,1F6WOrW9vtrE5v1XWl08k4,35.0,1986-05-03 00:00:00
6467,1Cl1J4Ai7NkuhLdaDHthTh,28.0,1986-05-31 00:00:00
6468,1X9CVXazZ2uloIBrwu8kxI,11.0,1986-06-28 00:00:00
6469,4H7h0cOFdejWUfVXCQOPtJ,24.0,1986-06-14 00:00:00
6470,4I4vAytEiKVIHsJS0LfCWW,7.0,1986-07-12 00:00:00
6471,1I5PbTAcWMqV66XR8B2vzK,6.0,1986-07-19 00:00:00
6472,75JSsGwnP8J6psTsJIr9Vt,23.0,1986-06-28 00:00:00
6473,2RtnoUsvJg3wMgMeEhG6fr,2.0,1986-07-26 00:00:00
6474,3MtOtFvikwxpmNJZbfH78t,39.0,1986-05-31 00:00:00
6475,1c8WEtfFvDfvSI5yIvZUfz,1.0,1986-07-26 00:00:00
6476,32wMZselVhTIaaE3F9txyJ,16.0,1986-06-28 00:00:00
6477,2KRHmLuuMAaM1T18A9VmjF,2.0,1986-07-12 00:00:00
6478,00Mk0LnP5u2W5yJmJpG4va,10.0,1986-08-02 00:00:00
6479,2APxH5XbOLDTmW9X5yi6Hw,14.0,1986-07-19 00:00:00
6480,4wliHvmbY8U2z1iO0bRvCf,1.0,1986-07-19 00:00:00
6481,3aJrPU9tHoaAMGTTVtUAyN,4.0,1986-08-09 00:00:00
6482,4CXPPtJaJf5uZRmFLEarAK,37.0,1986-06-14 00:00:00
6483,2XJFceenjgtj5llI3UCC37,2.0,1986-08-16 00:00:00
6484,3IgFlNvakXMAbc02kv6RAl,28.0,1986-06-28 00:00:00
6485,1r7eJB9ITPJyII7JJgHIZj,8.0,1986-08-02 00:00:00
6486,6mpLlWoKe8eaHhNyxT06g7,12.0,1986-07-26 00:00:00
6487,7CwHHqXosGmdCkcvbmWEGW,39.0,1986-06-14 00:00:00
6488,1eyq8cjUQ2daFthW2PC2GM,1.0,1986-08-16 00:00:00
6489,5wCOhvpqt75kTDBWYwQPR5,7.0,1986-08-23 00:00:00
6490,3V1sigmGmpAB6ESoxsvObi,21.0,1986-07-19 00:00:00
6491,52WhoGMXxiJFFAk7fyymUw,17.0,1986-08-09 00:00:00
6492,5vRZSKCJAe6YKglT4Okn9X,31.0,1986-07-05 00:00:00
6493,1vhNjOtmfgoGy4J6ijCUSS,1.0,1986-08-30 00:00:00
6494,5usoXUcLtxWXtPyenR89Sy,11.0,1986-08-16 00:00:00
6495,6nHtta2jcgtkh9KAfrNjzK,15.0,1986-08-16 00:00:00
6496,5YP1VZxgQ1tYMm2Tt4kfml,34.0,1986-07-05 00:00:00
6497,7lTsciQN4hwp6LYhS8i5BZ,6.0,1986-08-23 00:00:00
6498,15oottPa6cgnaX3ivQE5N6,24.0,1986-08-16 00:00:00
6499,6fSDIw1E5lSNCUgwuR7C7g,2.0,1986-09-20 00:00:00
6500,2P5Mokc9Yb50hChyw0bjOs,32.0,1986-07-12 00:00:00
6501,4kxOMXF9aVjztdBVM12gbn,1.0,1986-09-06 00:00:00
6502,49XFzK6rmS6qahfX73tzkY,6.0,1986-09-20 00:00:00
6503,1EjVErbN0kQFttsX0LC22Y,34.0,1986-07-26 00:00:00
6504,1tzr6FWJgkn8AiX2i41P8i,20.0,1986-08-23 00:00:00
6505,0pfHfdUNVwlXA0WDXznm2C,28.0,1986-08-09 00:00:00
6506,1whhjVuf71BeMzVuWeJkGZ,9.0,1986-08-30 00:00:00
6507,2EutU3KPlKD4j7eIVfgCcn,9.0,1986-09-13 00:00:00
6508,0QLaOoyYVPosF0Jj1plHSI,1.0,1986-09-27 00:00:00
6509,6fnpXCoMEMRIOB6fKuyuI7,12.0,1986-08-30 00:00:00
6510,57RLqquO0sbwgrZuR4JpTJ,10.0,1986-09-13 00:00:00
6511,6HXBcqO3rWwH5TagoCco7v,30.0,1986-08-16 00:00:00
6512,2dURQIBrw3XcHyVZlfdpC1,2.0,1986-10-11 00:00:00
6513,3GhNbHLTEhrZhGOGQKzYpw,36.0,1986-08-09 00:00:00
6514,6bwJYnfXVsUDyIBd4AlzJW,6.0,1986-09-27 00:00:00
6515,7kZZ2Hmkg1zfwrQLsmypNE,2.0,1986-10-04 00:00:00
6516,6qUEOWqOzu1rLPUPQ1ECpx,2.0,1986-09-27 00:00:00
6517,511XWfaUgmaVcms4OhQ9oz,24.0,1986-09-06 00:00:00
6518,16tvrg8DbS9MOGCLJxUCs6,37.0,1986-08-09 00:00:00
6519,102OsMrR2RzYmfOoXLlfCo,20.0,1986-09-06 00:00:00
6520,11DFnOWr3ZCeCPTMXLSWeg,8.0,1986-10-11 00:00:00
6521,5a4pPzc2WQpF9yTApqzwco,21.0,1986-10-11 00:00:00
6522,2oeha2Y6cQIw1LyhUWSjjq,1.0,1986-10-18 00:00:00
6523,3aBgcUxqadc7PC0yeDCpU9,3.0,1986-10-11 00:00:00
6524,6FRQGRdhueJGTKiYnirDNy,16.0,1986-10-04 00:00:00
6525,4nTr6wzpg9O2GLxwxDWDnk,9.0,1986-10-11 00:00:00
6526,5Miaj9wRfCe3txB9tK65ck,7.0,1986-10-18 00:00:00
6527,01xc0Rvv19F2p2wno0KUF4,4.0,1986-10-25 00:00:00
6528,2fjJt3OQ8MPaZ3LMzAWiTA,2.0,1986-11-01 00:00:00
6529,6b8pYhpXu2pHHvRZW3FBXp,7.0,1986-11-01 00:00:00
6530,6bVLehVzoZFOk4PDorXmpJ,30.0,1986-09-20 00:00:00
6531,09pfjcwfI8HIxM4FJL1GyP,34.0,1986-09-06 00:00:00
6532,2A6yzRGMgSQCUapR2ptm6A,1.0,1986-11-01 00:00:00
6533,6Z49l35d9dV1soCaWPwrFv,16.0,1986-10-11 00:00:00
6534,36H86y0ENZzX3TIb9HMFBQ,28.0,1986-09-27 00:00:00
6535,7LyBijjHIOoO8CSxVwVRKM,34.0,1986-09-20 00:00:00
6536,1odSuIiS3RZQbkaTSLoTIo,36.0,1986-09-20 00:00:00
6537,6wLr2oR8eqUG5Beleh2Crm,16.0,1987-05-30 00:00:00
6538,3vnVLUV6I38VFcpJiIxX9O,25.0,1986-10-11 00:00:00
6539,5vB9Ci7kJosmk1AwIQSpru,40.0,1986-09-13 00:00:00
6540,63diy8Bzm0pHMAU37By2Nh,4.0,1986-11-15 00:00:00
6541,537yo062QIz16oQOgxmul3,1.0,1986-11-22 00:00:00
6542,53rzQx6CQEDyBEcWQCQiuV,36.0,1986-09-27 00:00:00
6543,5TknpiAJsKOhUM4HM3tFDX,10.0,1986-11-15 00:00:00
6544,2hwykCUjGRW778oyGEot4P,39.0,1986-10-04 00:00:00
6545,1MTMedlCphum6mRcd8YzvE,1.0,1986-11-29 00:00:00
6546,7LoGfKBAaOl0nxhodJ1240,3.0,1986-12-06 00:00:00
6547,4gpext9x0CbdD9NWaa4nDj,1.0,1986-11-15 00:00:00
6548,2s0fIDz3pcWQGdXtvTpkH2,13.0,1986-11-15 00:00:00
6549,7azOuDeJGbxt5mvq3GQHXp,3.0,1986-11-29 00:00:00
6550,7zSDDsIlks515d0tZGM64x,1.0,1986-12-13 00:00:00
6551,6nbi2AJ9hAi2SE8jH6mRKV,6.0,1986-12-06 00:00:00
6552,7eCJuyIc1F0Lu7emNYLneg,26.0,1986-11-01 00:00:00
6553,6Ed4rlF09wpCcGBJ3FQtVj,14.0,1986-11-22 00:00:00
6554,66c7uXiQLsw3LpuhGlGNAi,4.0,1986-12-20 00:00:00
6555,01OX9zj1h7mZsPj4CesRa4,1.0,1987-01-03 00:00:00
6556,6xZHlerUmZDscavX0oanOl,15.0,1986-12-06 00:00:00
6557,7y3QSZRnvSjbXURfFMeAdD,28.0,1986-11-15 00:00:00
6558,7rFeZg0gEp7qtyuLnjIYQU,18.0,1986-11-29 00:00:00
6559,6Wiamk8BAAP50gAAJopsy2,7.0,1987-01-03 00:00:00
6560,0ajoMplmoEoqP6STIPQU38,32.0,1986-11-01 00:00:00
6561,30cjjNPpzhGkMAwnrSno76,30.0,1986-11-15 00:00:00
6562,6AyURVQJn9o8qwiYvE37nG,1.0,1987-01-24 00:00:00
6563,34Bxm9x7qKogNbx4wi717e,23.0,1986-12-06 00:00:00
6564,2J9D8P7vezU3ZkZbLjVkct,6.0,1987-01-17 00:00:00
6565,1stJclD9IGUbxtUnl8CzG3,1.0,1987-01-10 00:00:00
6566,5l51BWu2CUYJQPhovOV8eQ,37.0,1986-11-15 00:00:00
6567,6twIBPybEvGydyNzNz89FT,2.0,1987-01-31 00:00:00
6568,5vywtoD7fO1CP0B2wtm6I6,3.0,1987-01-24 00:00:00
6569,115G0EG9t6HaHygehveymV,32.0,1986-11-29 00:00:00
6570,6Ib6spYstXrIWT8R0jAHoF,21.0,1987-01-03 00:00:00
6571,5WK0KIZmq3H0FpQ6O4Wkrz,5.0,1987-01-31 00:00:00
6572,56Zbt8YXJgkeoVMdQLpfaW,13.0,1987-01-17 00:00:00
6573,4J9kdPssjC6luxMHwhLDxG,22.0,1986-12-20 00:00:00
6574,1sTeIjsjonMTTQyffRgehj,5.0,1987-01-03 00:00:00
6575,58Ga5VQlZMnCUV6ZRqf76k,12.0,1987-01-24 00:00:00
6576,77lMS1RSc3fUqaPazN4Ay3,28.0,1986-12-06 00:00:00
6577,4nG6Z6MNbLksf2YeEHQ5Kw,13.0,1987-01-31 00:00:00
6578,6r3Y64ce1cuT0cag2685ZG,20.0,1987-01-03 00:00:00
6579,5AE6Ms50U9Hh3TtANtAnut,3.0,1987-02-21 00:00:00
6580,0rn6LkLjCRaj5dRlvnRAwk,12.0,1987-02-21 00:00:00
6581,7zJnmSjZKjntHmOvEokGb3,15.0,1987-02-14 00:00:00
6582,3kme5Qos8h04yrKxsgur79,1.0,1987-02-14 00:00:00
6583,1X6EeS5co8x5QOqh6S247o,2.0,1987-02-14 00:00:00
6584,3dn6qXlHYAQpOqMTWxkGOR,2.0,1987-02-28 00:00:00
6585,2tjPr1eN1bQIYn7APY0YjR,1.0,1987-03-07 00:00:00
6586,4MgGdPmbySSVLUPBxzQ7mx,1.0,1987-02-28 00:00:00
6587,33Vl2I9D7OXIem3KjNuM1C,9.0,1987-02-14 00:00:00
6588,6JYPFIVXYL3MkKfEfRSovu,7.0,1987-02-21 00:00:00
6589,0MTgfkVJgGAJMnnF1QKU6B,5.0,1987-02-21 00:00:00
6590,6vDWFMPMKECFfscLGU1HgC,3.0,1987-03-14 00:00:00
6591,0AOlvRXj97Mo4SYLIvlTOi,19.0,1987-02-07 00:00:00
6592,52xgsCqCg1q51cP8ZV4Dv5,29.0,1987-01-24 00:00:00
6593,2H6h24ssfLnMfI5ZhOZdQm,23.0,1987-02-14 00:00:00
6594,5FMGNsThycGCsbAVwbWpah,40.0,1987-01-03 00:00:00
6595,6Ce9ItNCpk2PkAMq5v6EEV,4.0,1987-01-10 00:00:00
6596,6V50MyHPGhEmwYu0Wdyf0t,6.0,1987-01-10 00:00:00
6597,6LDRTOMCSx81hKXAk1LuHd,8.0,1987-01-10 00:00:00
6598,6OAdWLeCbIyQLpSjma2UjL,12.0,1987-01-10 00:00:00
6599,1Up8VJyZlar7WtrbJp9wHL,17.0,1987-01-10 00:00:00
6600,648BMGrt98kUbLo24A4vgj,23.0,1987-01-10 00:00:00
6601,33lj1WVboFiKGLBdxOzSAl,27.0,1987-01-10 00:00:00
6602,5m8WUAOtjHLt3y8UVPXUIm,31.0,1987-01-10 00:00:00
6603,2Vp1OAm9vamZsMiJzMAe7g,25.0,2013-11-30 00:00:00
6604,01Q4wU19hamqnhNjtuvTyI,38.0,1987-01-10 00:00:00
6605,0gqy8H7byrHRhBVtKkMVKy,7.0,1987-03-14 00:00:00
6606,4JO49IxCMeGdWVtBU5ESAO,8.0,1987-03-21 00:00:00
6607,5GIyNhDmHO5oUI2CWyKQ2e,2.0,1987-03-14 00:00:00
6608,5aXXQImc2wqmOcWOpXcYPW,24.0,1987-02-14 00:00:00
6609,2JIEe9P3bFoI6yQz0CfeG4,39.0,1987-01-17 00:00:00
6610,0W93r1OgMHtSrje2YeyBkV,37.0,1987-01-31 00:00:00
6611,2xPbEhd1ilXNzIYUYEBUuL,20.0,1987-02-28 00:00:00
6612,3BtZRkwFMSGQXWNqpBlTzc,11.0,1987-03-21 00:00:00
6613,3vWdfyI7z8oiYtr4yFZzo5,11.0,1987-03-28 00:00:00
6614,5CMfppUYFwdvH8pZ5HRJbS,3.0,1987-04-11 00:00:00
6615,3MrRksHupTVEQ7YbA0FsZK,4.0,1987-04-04 00:00:00
6616,54z4nEVqzAdOzKVcG6ePkT,27.0,1987-03-14 00:00:00
6617,6nEvNMZovaJ4cMUk22N3GB,24.0,1987-03-07 00:00:00
6618,3PzsbWSQdLCKDLxn7YZfkM,27.0,1987-02-28 00:00:00
6619,1wQciZPMAROEHaxrAZpmsP,1.0,1987-04-18 00:00:00
6620,416do0oaRpnbTWSSvv5MGr,2.0,1987-04-11 00:00:00
6621,6bKqSvTOPxkqv9rc1tRZSx,1.0,1987-04-11 00:00:00
6622,5tZvekvsTuNO6zjQ40fDm7,6.0,1987-04-04 00:00:00
6623,1mufk1O5YXJ8pnpOFEe1oy,23.0,1987-03-14 00:00:00
6624,5ViezGjtsBX64ba2d7KWvi,38.0,1987-02-21 00:00:00
6625,7EYWyAl2ZI1c13O4WVALjN,9.0,1987-04-04 00:00:00
6626,4xP9idy2nfJTJMnba8LY55,39.0,1987-02-21 00:00:00
6627,0qrOEuhMXqAyMMyfOCZ2yC,4.0,1987-04-25 00:00:00
6628,3srYu566HhNLbL4XCQlrF1,8.0,1987-05-02 00:00:00
6629,2yehvUwY8DbI86JXpmhfwF,12.0,1987-04-18 00:00:00
6630,22G5gV7JXeKVSIF1tZuxuK,11.0,1987-05-09 00:00:00
6631,0vayo1iHR8vz0S9UGe9Z11,31.0,1987-03-14 00:00:00
6632,5GiDUkLGJkUyJIxZLlbSmS,37.0,1987-03-07 00:00:00
6633,3A2oK3K75xAtvSmm9Tsli2,17.0,1987-04-04 00:00:00
6634,2Br1qzf8rH7LIvAzohfW4A,28.0,1987-03-28 00:00:00
